locus_tag	gene_name	description	type	logFC	logCPM	PValue	FDR	m_log10FDR
EKN05_024800	virB	Virulence regulon transcriptional activator VirB	CDS	2.86162835043914	9.09724850903502	3.04936943722039e-10	1.17065292694891e-06	5.9315718446826
EKN05_024680	mxiC	YopN family type III secretion system gatekeeper subunit	CDS	1.86194895669897	9.32587195187935	2.73506512308545e-09	5.24995750376253e-06	5.27984421201426
EKN05_024690	mxiE	helix-turn-helix domain-containing protein	CDS	2.53138066194507	7.67538424754214	1.55169894321751e-08	1.98565741433734e-05	4.70209567824593
EKN05_024535	pWR501_0185	transposase	CDS	1.43787856321588	5.90063399915301	8.68945445968548e-08	8.33970391768314e-05	4.07884936773144
EKN05_024675	mxiA	EscV/YscV/HrcV family type III secretion system export apparatus protein	CDS	1.42737083332046	9.8215688503965	2.43740968250931e-07	0.000187144315423065	3.72782336020272
EKN05_024575	EKN05_024575	IS630 family transposase	pseudo	1.19236456220029	7.66093204742491	1.12555499916712e-06	0.000720167606967096	3.14256641702726
EKN05_023925	ospD1	hypothetical protein	CDS	1.46144200298911	7.95642931861391	2.67047510361459e-06	0.00145689206272906	2.83657262276508
EKN05_024715	mxiJ	EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein	CDS	1.93452411717889	7.81873811617337	3.57471190939615e-06	0.00145689206272906	2.83657262276508
EKN05_024660	spa13	surface presentation of antigens protein SpaM	CDS	2.42461012214653	6.13773066125012	3.66156312735044e-06	0.00145689206272906	2.83657262276508
EKN05_024655	spa32	surface presentation of antigens protein SpaN	CDS	2.1249083452433	7.37828311198219	6.31101669454055e-06	0.00220254482639465	2.65707524402478
EKN05_024650	spa33	surface presentation of antigens protein SpaO	CDS	1.59658343829389	7.97115710323005	1.03126873447069e-05	0.00304541590125613	2.51635338897973
EKN05_024710	mxiK	type III secretion apparatus protein OrgA/MxiK	CDS	2.746882899465	6.89605581456567	1.94648410533139e-05	0.00498170165357814	2.30262228524683
EKN05_024665	spa47	FliI/YscN family ATPase	CDS	1.88638982856266	8.38314346897179	2.31675810407344e-05	0.00540312800484666	2.26735474352132
EKN05_024625	spa-orf10	hypothetical protein	CDS	1.61834919170258	6.12286930125583	2.39263287529026e-05	0.00540312800484666	2.26735474352132
EKN05_024795	acp	acyl carrier protein	CDS	1.36890312195382	8.0969236457889	3.99167933689158e-05	0.0085133649857371	2.06989874709703
EKN05_024630	spa40	EscU/YscU/HrcU family type III secretion system export apparatus switch protein	CDS	1.33403955361042	7.15927367109407	5.49295331168772e-05	0.011098656717668	1.95472958115988
EKN05_023775	ospE2	hypothetical protein	CDS	1.15422760619324	7.96863154389468	5.86801123057767e-05	0.0112636475570938	1.9483209471938
EKN05_023795	pWR501_0049	IS3 family transposase	pseudo	0.656219082267604	6.12960889251261	8.68858905365179e-05	0.0149962161224791	1.82401830923984
EKN05_023785	virF	AraC family invasion system transcriptional regulator VirF	CDS	1.04884726786506	8.60754714735318	8.9844483151086e-05	0.0149962161224791	1.82401830923984
EKN05_024340	pWR501_0230	IS66 family transposase	pseudo	0.628576244364773	9.17102430778484	0.000100489508541406	0.016074134303769	1.79387240734434
EKN05_024730	mxiG	protein MxiG	CDS	1.22869422640845	8.33618798915663	0.00016158004330692	0.0248122314502107	1.60533417635922
EKN05_023985	orf13	hypothetical protein	CDS	0.97300975642347	7.52161771138178	0.000178097938679454	0.025076166971702	1.60073884703824
EKN05_024720	mxiI	protein MxiI	CDS	1.67285831642459	6.47530001074076	0.000182894679658155	0.025076166971702	1.60073884703824
EKN05_023720	pWR501_0065	hypothetical protein	CDS	1.23658849773435	6.9560461495697	0.000193770388754392	0.0256511904285556	1.59089247520885
EKN05_024670	spa15	surface presentation of antigens protein SpaK	CDS	1.46617562480644	6.90527711120685	0.000218940416043288	0.0271132986190382	1.56681764269621
EKN05_024645	spa24	EscR/YscR/HrcR family type III secretion system export apparatus protein	CDS	1.18070631813471	7.25310182663661	0.000262598496956819	0.03054895847931	1.51500359178474
EKN05_023770	EKN05_023770	IS1 family transposase	pseudo	0.671115899798877	7.36807358385875	0.000321884885695522	0.0343254465606975	1.46438380405231
EKN05_024695	mxiM	AraC family transcriptional activator MxiE	CDS	2.56624839769761	6.79829824274564	0.000450856044328151	0.0422155208335554	1.37452784825399
EKN05_024635	spa29	EscT/YscT/HrcT family type III secretion system export apparatus protein	CDS	0.699697167123308	8.83800487013549	0.000571296188891003	0.0476783928076643	1.32167839266646
EKN05_024770	ipgC	type III secretion system translocator chaperone SicA	CDS	0.729672025106834	8.85753310199812	0.000681828935775442	0.0527774416239906	1.27755166594456
EKN05_024685	mxiD	EscC/YscC/HrcC family type III secretion system outer membrane ring protein	CDS	0.803310414956887	9.8311590256204	0.000739065437180825	0.0544438730500391	1.264050987355
EKN05_023930	pWR501_0029	IS630 family transposase	pseudo	0.685719534841429	6.747498289129	0.000795676271933964	0.0565666890361942	1.24743924065843
EKN05_024785	ipaD	type III secretion system needle tip complex protein IpaD	CDS	0.907972798591522	8.98418948100714	0.000957606838842274	0.0647411726163854	1.18881943875776
EKN05_024700	mxiL	Mxi-Spa secretion machinery protein MxiL	CDS	1.99855487001945	5.82490206584646	0.00117753801116597	0.0717550543629551	1.14414750219496
EKN05_024480	EKN05_024480	hypothetical protein	pseudo	0.608821571175945	5.52653332952271	0.00131065654175373	0.0761039123419966	1.11859301649006
EKN05_024775	ipaB	type III secretion system needle tip complex protein SipB	CDS	0.679921776102968	10.3581941435751	0.00156057366845336	0.0827231142820772	1.08237312403178
EKN05_024765	ipgB1	protein IpgB	CDS	0.951391264665981	8.26564152449216	0.00168435097271951	0.0827231142820772	1.08237312403178
EKN05_024705	mxiN	Putative membrane protein	CDS	1.76618545706243	7.61136586028235	0.00206869895724929	0.0859849212793491	1.06557770200453
EKN05_024740	ipgE	type III secretion system chaperone	CDS	1.06586355926919	6.38853186050297	0.00207721047052644	0.0859849212793491	1.06557770200453
EKN05_024750	pWR501_0141	hypothetical protein	CDS	1.9330409568169	4.95207426655594	0.00248527666001821	0.094465119780296	1.02472852041424
EKN05_024780	ipaC	IpaC/SipC family type III secretion system effector	CDS	0.799902697961414	10.2749702150751	0.00257520108452734	0.0959824947912664	1.01780796601019
EKN05_024505	virA	cysteine protease	CDS	0.743072791035249	8.66847965483801	0.00293978611085082	0.0991505499642882	1.00370487252481
EKN05_024035	pWR501_0005	hypothetical protein	CDS	-0.611574278147107	6.95463121954952	0.00299572877765438	0.0991505499642882	1.00370487252481
EKN05_024070	icsP	omptin family outer membrane protease IcsP	CDS	0.714918377224238	7.62266519642423	0.00338563027932318	0.104101716296257	0.982542110337213
EKN05_024520	pWR501_0187	hypothetical protein	CDS	0.59633589569429	4.9294319976999	0.00349752869893867	0.104101716296257	0.982542110337213
EKN05_024565	pWR501_0178	IS110 family transposase	pseudo	0.519139432859044	6.66067877401094	0.00374515017302552	0.104101716296257	0.982542110337213
EKN05_023680	EKN05_023680	hypothetical protein	CDS	0.591117948802609	6.66721900033429	0.00503932684023188	0.116727404454922	0.932827171320914
EKN05_023790	pWR501_0050	transposase	CDS	0.836831690668614	4.17602892272192	0.00640195549185823	0.128819567761838	0.8900181623992
EKN05_024305	ospG	protein kinase OspG	CDS	0.482683856754485	7.64484319822692	0.00712087326374483	0.132062958741625	0.879218977010253
EKN05_024075	EKN05_024075	non-LEE-encoded type III effector F	CDS	2.75334483631644	5.32367328041191	0.00749890388463016	0.134079820673166	0.872636579566322
EKN05_024335	ccdA	type II toxin-antitoxin system antitoxin CcdA	CDS	0.535389341136345	5.05603290970473	0.00775100504968554	0.135872641030789	0.866867982896116
EKN05_023915	pWR501_0031	hypothetical protein	CDS	0.462633641284061	7.51330760255725	0.00868236510309938	0.144292639094366	0.840755823322567
EKN05_024840	ospC3	hypothetical protein	CDS	0.642252760418862	8.13631051387284	0.00888582235201436	0.1467246431212	0.833496938148906
EKN05_024760	ipgA	chaperone protein IpgA	CDS	1.15301717271605	6.64666164545003	0.0105205106613308	0.158954579710199	0.798726954919919
EKN05_023980	pWR501_0018	ATP-binding protein	pseudo	-0.769858566295542	6.69032942726862	0.0117756554491099	0.164988106821653	0.782547360803602
EKN05_024790	ipaA	invasin IpaA	CDS	0.565537717742391	9.84278827909571	0.0127581085682651	0.171853960679192	0.76484045432515
EKN05_024735	ipgF	protein IpgF	CDS	1.18692406699002	6.60984542759507	0.0138229963038229	0.174560798718343	0.75805327959845
EKN05_023710	ospC2	hypothetical protein	CDS	0.513791106392834	8.95537215203723	0.0139102141497064	0.174895279095077	0.757221913166428
EKN05_024755	icsB	Virulence protein IcsB	CDS	0.783847969844721	8.24838661115182	0.0144112607609868	0.176688294380876	0.752792221597856
EKN05_024310	EKN05_024310	type II toxin-antitoxin system RelE/ParE family toxin	pseudo	0.606925578770853	4.36660345004677	0.015263244445241	0.180294139770093	0.744018389233631
EKN05_023995	pWR501_0014	ISL3 family transposase	pseudo	0.451149139801842	8.36083255527284	0.0157026944086073	0.18275808079431	0.738123411268648
EKN05_023685	sepA	serine protease autotransporter toxin SepA	CDS	0.396191684918115	11.8774910039446	0.0168541155830053	0.186219114982693	0.729975741692895
EKN05_024725	mxiH	type III secretion system needle complex protein	CDS	1.07554901948541	6.11144130357431	0.0169656296233514	0.186219114982693	0.729975741692895
EKN05_023935	pWR501_0028	IS256 family transposase	pseudo	0.548939325212225	7.670512761	0.0220186862943642	0.213097202885136	0.671422250799749
EKN05_023875	pWR501_0034	IS4-like element ISSfl1 family transposase	CDS	-0.430811290329862	6.4974952384603	0.0237383013046468	0.218740344672617	0.660071107896271
EKN05_023905	ipgB2	hypothetical protein	CDS	0.406451808724811	10.4951020852201	0.024214920603713	0.221562063887113	0.654504597981892
EKN05_024200	finO	fertility inhibition protein FinO	CDS	-0.957625752908149	7.83794007327636	0.0281891118181369	0.239310318545248	0.62103857514064
EKN05_024830	tnpI	IS3 family transposase	pseudo	0.321049990323989	7.67151850893243	0.029144454309703	0.240097768444098	0.619611876414934
EKN05_024365	EKN05_024365	IS3-like element IS2 family transposase	CDS	-0.37343573015468	5.63797303437403	0.0300899475971186	0.241663825994432	0.616788353095678
EKN05_024280	pWR501_0247	IS66 family insertion sequence element accessory protein TnpB	pseudo	0.366358170057691	7.29230074808624	0.0317054892085977	0.247393034698794	0.606612532008686
EKN05_023690	pWR501_0073	hypothetical protein	pseudo	-0.288512368157586	9.04309686030456	0.0341877115729297	0.251013173343161	0.600303485849174
EKN05_024810	pWR501_0129	IS21 family transposase	CDS	-0.350980596322825	5.07135203191244	0.0400060255051423	0.267996275985982	0.571871240784553
EKN05_024620	pWR501_0168	IS3-like element ISSfl11 family transposase	pseudo	0.367522406096324	8.06583915446191	0.0415957504446207	0.268233736283058	0.571486600980465
EKN05_024320	ipaH9.8	T3SS effector E3 ubiquitin-protein ligase IpaH9.8	CDS	0.404138401986957	6.40862997372297	0.04238575696567	0.269208277499442	0.569911590744256
EKN05_024420	EKN05_024420	hypothetical protein	pseudo	0.451845417518202	3.65544215279668	0.0490614126678258	0.286121832273788	0.54344900247338
EKN05_024540	EKN05_024540	IS91 family transposase	pseudo	0.597304175332825	4.23490401045816	0.0491248334382388	0.286121832273788	0.54344900247338
EKN05_024080	pWR501_0291	IS3 family transposase	pseudo	1.22685001317045	5.39821427549543	0.0501123201770727	0.28799580413141	0.540613839518025
EKN05_023900	EKN05_023900	transposase domain-containing protein	pseudo	0.312046766271156	9.72632748745391	0.0515698704152325	0.291031192298928	0.536060461470032
EKN05_023860	pWR501_0037	IS1 family transposase	pseudo	0.522001115516262	4.75844751034945	0.0518058918405108	0.291455051556717	0.53542841300127
EKN05_024225	mvpA	tRNA(fMet)-specific endonuclease VapC	CDS	0.490412423168576	6.91977755600144	0.0625665250449888	0.318206671224424	0.497290719580751
EKN05_024150	EKN05_024150	replication protein RepA	CDS	0.510379446042821	8.88756375696233	0.064996318598558	0.320161097552457	0.494631439889277
EKN05_024515	pWR501_0188	IS3 family transposase	pseudo	0.483352429216596	6.93060797283832	0.0682931624208687	0.326913961353975	0.485566531822453
EKN05_024020	pWR501_0008	IS66 family transposase	pseudo	0.242133459494761	7.86237977983468	0.0717275374030629	0.332717955299496	0.477923761568569
EKN05_024390	pWR501_0215	IS110 family transposase	pseudo	-0.252524598447954	6.48697741389497	0.0750521661044419	0.339770360465746	0.468814509067936
EKN05_024245	msbB	lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase	CDS	-0.279128637231195	6.91509117413211	0.0768518853340636	0.340654010343899	0.467686493969634
EKN05_024545	pWR501_0183	ISL3 family transposase	pseudo	0.489154701703696	3.27752156551886	0.0785828112200026	0.341246957479685	0.466931212055728
EKN05_024330	ccdB	type II toxin-antitoxin system toxin CcdB	CDS	0.308235064087913	5.48273763998743	0.0801375476336524	0.344638261881429	0.462636508659526
EKN05_024495	pWR501_0193	hypothetical protein	pseudo	0.570672536596333	4.63866248623232	0.0851139713751569	0.351523321820639	0.454045856413673
EKN05_024835	EKN05_024835	hypothetical protein	CDS	0.383336206920533	7.96661867992652	0.0860022569797852	0.353115149246412	0.452083650058003
EKN05_024110	ospE1	hypothetical protein	CDS	0.572862456546373	5.1211506085562	0.089021318918269	0.358895101288684	0.445032469495716
EKN05_024315	yacA	hypothetical protein	CDS	0.328290473332396	5.84676016610508	0.089401272828825	0.358895101288684	0.445032469495716
EKN05_024350	pWR501_0082	IS1 family transposase	pseudo	-0.243033645436539	7.02297974015846	0.0929995696476766	0.365964496924699	0.436561044489677
EKN05_024525	pWR501_0186	reverse transcriptase	CDS	0.605634176624528	4.684376685986	0.0965125688535617	0.372906324923563	0.428400250438354
EKN05_023895	pWR501_0033	IS3 family transposase	pseudo	0.193267312790833	8.81083733199342	0.101051827949059	0.379587052344852	0.420688609709141
EKN05_024325	EKN05_024325	transposase domain-containing protein	pseudo	0.350491755486473	4.55279898617414	0.103712621436638	0.385433449850196	0.414050597789088
EKN05_024825	EKN05_024825	IS3 family transposase	pseudo	0.344699030980034	6.1004225825268	0.113170341279149	0.399524045769292	0.3984570770993
EKN05_024285	EKN05_024285	IS3 family transposase	pseudo	0.232882627841137	5.08813093326957	0.115470548287344	0.403154152930203	0.39452886213182
EKN05_024470	ltrA	group II intron reverse transcriptase/maturase	pseudo	-0.253194631998078	7.93773359908734	0.11938826736101	0.407405829687926	0.38997276084596
EKN05_024560	EKN05_024560	ISL3 family transposase	pseudo	0.414787848135381	3.87929383889421	0.123375486109531	0.41390483572559	0.38309949962806
EKN05_024435	stbA	plasmid stabilization protein	CDS	-0.311880342918398	6.95490916193567	0.124728445089611	0.415451113482831	0.381480072707166
EKN05_024745	ipgD	type III secretion system effector inositol phosphate phosphatase	CDS	0.498977473247969	8.07702500063129	0.129338955355659	0.422054703616311	0.374631255344007
EKN05_023705	insB	IS1 family transposase	pseudo	0.516453500513819	3.93340840968177	0.142289518314639	0.439606124184384	0.356936266018889
EKN05_024250	virK	virulence factor VirK	CDS	-0.157427138868073	7.98942520064095	0.145265954734292	0.442921635105201	0.353673105496863
EKN05_023695	pWR501_0072	transposase	CDS	0.188864526475732	6.59452649712134	0.153202985734419	0.44999714019467	0.346790246228258
EKN05_024820	pWR501_0127	IS4 family transposase	pseudo	-0.185968120218923	6.26355202700465	0.156376860562086	0.45273813551874	0.344152922010606
EKN05_024265	EKN05_024265	integrase	CDS	0.211015511459114	7.10721581494788	0.184086578212493	0.495587919886227	0.30487928823361
EKN05_023945	pWR501_0025	IS66 family transposase	pseudo	-0.188251011280488	8.27627823157246	0.209395913753365	0.522384767854603	0.282009495081257
EKN05_024485	ushA	bifunctional UDP-sugar hydrolase/5'-nucleotidase	CDS	0.17729775566619	7.8809373875294	0.221129111593828	0.53057166213044	0.275255949432904
EKN05_024005	ospD2	ShET2/EspL2 family type III secretion system effector toxin	CDS	0.337533609573404	6.28067165769449	0.22682631160202	0.534258431605198	0.272248615124182
EKN05_024210	traI	conjugative transfer relaxase/helicase TraI	CDS	-0.136871323217665	7.12358863087999	0.228327432782517	0.534512398255922	0.272042216682174
EKN05_024600	EKN05_024600	hypothetical protein	CDS	-0.419733178927672	3.62000124619684	0.242975543741469	0.551616269913365	0.258362932798237
EKN05_024135	EKN05_024135	replication protein RepA4	pseudo	-0.301756848048074	4.50778254719267	0.258446210724218	0.569736248605089	0.244326148336268
EKN05_023850	parA	ParA family protein	CDS	0.233533149605226	7.08785964711774	0.264635503970797	0.571757263507127	0.242788309482862
EKN05_023650	EKN05_023650	IS1 family transposase	pseudo	0.146661750284545	6.66008289204714	0.266824858610739	0.573875626862582	0.241182219832001
EKN05_023910	EKN05_023910	plasmid pRiA4b ORF-3 family protein	pseudo	-0.244893843294326	6.6239415937407	0.267901898774535	0.575248961327273	0.240144156823145
EKN05_023940	EKN05_023940	IS3 family transposase	pseudo	0.268943480996154	6.8922044364015	0.26893465008313	0.575543195597485	0.239922076194675
EKN05_023630	ipgH	MFS transporter	pseudo	-0.530211041544194	7.33351834554495	0.275660915595667	0.578221428865818	0.237905817428889
EKN05_024605	pWR501_0172	IS3 family transposase	pseudo	-0.285040968672378	4.61519782842937	0.276307665579018	0.578377932474292	0.237788285539723
EKN05_024105	insB	hypothetical protein	pseudo	-0.323643278400503	6.57466682964978	0.277635038645216	0.579576353104395	0.236889342189435
EKN05_024360	tnpG	hypothetical protein	CDS	-0.162444722859552	7.87916849502417	0.286881612986333	0.585465502243098	0.232498690048244
EKN05_023755	EKN05_023755	IS3 family transposase	pseudo	0.315485670181333	3.14753329596349	0.304512284034396	0.60508419172259	0.218184193187766
EKN05_024120	EKN05_024120	IS256 family transposase	pseudo	-0.184071255735001	5.21249599550453	0.316926126808026	0.619110591328371	0.208231766305101
EKN05_024215	EKN05_024215	conjugative relaxase	CDS	-0.226267010399931	4.86249758254475	0.322180498222732	0.623453567871233	0.205195885358168
EKN05_024445	pWR501_0205	type II toxin-antitoxin system RelB/DinJ family antitoxin	CDS	-0.20326125130476	9.99614227199715	0.32825765357532	0.627634584428504	0.202293133579948
EKN05_024270	pWR501_0249	hypothetical protein	CDS	0.103568310699908	11.2546996266158	0.354275017891935	0.649504199468547	0.187418036584609
EKN05_023855	pWR501_0038	hypothetical protein	CDS	-0.246067965465993	3.93849219397573	0.355427427189394	0.650064741772313	0.187043388596694
EKN05_024060	pWR501_0001	IS3 family transposase	pseudo	0.180078483949161	6.3390074049972	0.364725284343017	0.659839946556475	0.180561395908137
EKN05_023970	EKN05_023970	transposase	CDS	0.199299923698589	3.31841596968358	0.371163489920198	0.663051018056604	0.178453053785249
EKN05_024040	phoN2	phosphatase PAP2 family protein	CDS	-0.143394952192201	7.32717363903389	0.378639248437619	0.668012902000009	0.175215149480594
EKN05_024475	EKN05_024475	transposase domain-containing protein	pseudo	0.141710423680754	5.7065985792794	0.396412006559371	0.685815995124572	0.163792390155266
EKN05_024370	tnpG	IS3 family transposase	CDS	0.102743157237284	8.04855979303797	0.400615436944503	0.689283877825968	0.16160187942414
EKN05_024640	spa9	EscS/YscS/HrcS family type III secretion system export apparatus protein	CDS	0.273398754010799	5.43680116380308	0.408884176939573	0.694560334190718	0.158290022542651
EKN05_023635	ipaH4.5	T3SS effector E3 ubiquitin-protein ligase IpaH4.5	CDS	-0.116932798214772	6.8510364744315	0.425952964087034	0.708153955772931	0.14987231452202
EKN05_023740	pWR501_0063	DUF1778 domain-containing protein	CDS	0.128788793345713	5.28106333004738	0.435198435871604	0.71215975929714	0.14742256984871
EKN05_024090	EKN05_024090	IS3 family transposase	CDS	0.173627579861023	4.88857552889757	0.438979302884156	0.715905498628834	0.145144301899822
EKN05_024010	pWR501_0011	helicase	CDS	0.175964787092913	4.4542027032437	0.444380611220843	0.718911574579358	0.143324524128791
EKN05_023990	EKN05_023990	IS1 family transposase	pseudo	-0.158974980174073	7.65087704587205	0.447798896481808	0.721704434758044	0.141640626024064
EKN05_024240	pWR501_0254	IS630 family transposase	CDS	-0.125959488923514	4.90438373000259	0.44816593561225	0.721744631468286	0.141616437835008
EKN05_024190	EKN05_024190	hypothetical protein	pseudo	0.316730327081124	6.45657375585474	0.458580918038793	0.729586466784469	0.136923230402416
EKN05_024055	EKN05_024055	hypothetical protein	pseudo	0.222731511598886	3.79784149422001	0.461902212676605	0.730599141123774	0.13632084267081
EKN05_023830	ltrA	group II intron reverse transcriptase/maturase	CDS	-0.0778001167544835	7.23541570304656	0.465284247843866	0.731280908443057	0.135915764557513
EKN05_023655	pWR501_0080	IS630 family transposase	CDS	0.100928646816295	5.09727822631249	0.480301617420061	0.742467673902336	0.129322450228196
EKN05_023950	EKN05_023950	IS66 family insertion sequence hypothetical protein	CDS	-0.321389555394484	3.191379866077	0.505640197566974	0.75974666084525	0.119331200007044
EKN05_023965	pWR501_0021	IS66 family insertion sequence element accessory protein TnpB	pseudo	0.128479925384601	3.8062703126892	0.511393168045462	0.762753743634881	0.117615652140513
EKN05_024050	EKN05_024050	DUF3440 domain-containing protein	pseudo	0.232479130027613	4.06291458173167	0.516391543421061	0.765051805967702	0.116309155324661
EKN05_023660	EKN05_023660	IS5 family transposase	pseudo	-0.0953561834379106	7.29855371016174	0.524093983214401	0.769994948932294	0.113512123734047
EKN05_024510	tnpC	IS3 family transposase	pseudo	0.0885312556750028	9.15301935518024	0.534754106474423	0.779035678123721	0.108442652138171
EKN05_024205	traX	type-F conjugative transfer system pilin acetylase TraX	CDS	0.165380744230465	4.70812388186486	0.543397546075739	0.783641215338649	0.105882730508561
EKN05_023780	pWR501_0052	IS3 family transposase	pseudo	-0.0789955158376947	7.36780969430701	0.545495728170264	0.783641215338649	0.105882730508561
EKN05_023825	EKN05_023825	hypothetical protein	CDS	-0.0911825433585395	5.29771219484932	0.560348756959831	0.793500139420432	0.100452992602241
EKN05_023820	EKN05_023820	IS66 family transposase	pseudo	-0.123977995270537	3.87330516143157	0.561592487800456	0.793797334560364	0.100290363715161
EKN05_024230	traD	conjugal transfer protein TraD	CDS	0.140283848343672	4.23882691645574	0.566467105995759	0.796827560617185	0.0986356529767273
EKN05_024585	pWR501_0174	IS3 family transposase	pseudo	-0.0954329963671188	7.7408112163936	0.584241425702433	0.809128006230751	0.091982766395146
EKN05_023840	pWR501_0041	transposase	pseudo	0.0743117023155697	5.30574310275524	0.586881840448671	0.810515711534298	0.0912385621029276
EKN05_024455	phoN1	phosphatase PAP2 family protein	CDS	0.062837629680001	8.51724828578518	0.600362894083005	0.817574014992012	0.087472920199722
EKN05_024355	EKN05_024355	hypothetical protein	CDS	-0.153709210026207	7.88166221696839	0.609537288365354	0.822500404230085	0.0848638799374382
EKN05_024095	EKN05_024095	IS3 family transposase	pseudo	0.134617562539943	3.68245974082357	0.611681175880136	0.822776561810795	0.0847180884177853
EKN05_023760	ipaH2.5	E3 ubiquitin--protein ligase	CDS	0.274607700284602	3.14234225727049	0.632829064518311	0.833768166440982	0.0789546904077805
EKN05_023890	EKN05_023890	IS1 family transposase	pseudo	-0.063139641148848	6.83576256186705	0.66351068701442	0.851673338023414	0.0697269483052038
EKN05_023765	EKN05_023765	IS110-like element ISSfl4 family transposase	CDS	0.111143797375238	4.33005136682996	0.664236976015089	0.851673338023414	0.0697269483052038
EKN05_024345	EKN05_024345	IS1 family transposase	pseudo	0.109791327272496	4.88529635929874	0.667069426802269	0.853342062477144	0.0688768468301578
EKN05_023745	pWR501_0062	GNAT family N-acetyltransferase	CDS	-0.0493287411353794	6.72625364361737	0.681692331814485	0.859976172157035	0.0655135818309405
EKN05_024490	EKN05_024490	IS3 family transposase	pseudo	0.0648606898708284	6.53438678947874	0.692615811375311	0.866272321680764	0.0623455615485249
EKN05_024170	pWR501_0276	hypothetical protein	pseudo	-0.0942033638696832	3.77201636286632	0.699311863035186	0.869947583341569	0.0605069139920787
EKN05_023615	pWR501_0090	transposase	pseudo	0.0546353881281094	5.47741521397136	0.704642667586018	0.87177673247268	0.0595947263868954
EKN05_024275	pWR501_0248	IS3 family transposase	pseudo	-0.0590806279834466	7.01549577500418	0.712228992549097	0.876032686634917	0.0574796890826743
EKN05_024570	pWR501_0177	hypothetical protein	CDS	0.141311276682165	8.78484776494733	0.7138245785798	0.876032686634917	0.0574796890826743
EKN05_023845	parB	ParB/RepB/Spo0J family partition protein	CDS	0.0713074778655351	8.34831949883108	0.718408007709661	0.877807354685726	0.0566007847509609
EKN05_024115	ipaH1.4	E3 ubiquitin--protein ligase	CDS	0.0584297484870021	5.20333934152365	0.724792058995264	0.88136734700121	0.0548430433199493
EKN05_023640	ipaH7.8	T3SS effector E3 ubiquitin-protein ligase IpaH7.8	CDS	0.0634723422853839	5.20488925210105	0.725044107286259	0.881394657337539	0.0548295863378516
EKN05_024255	rfbU	glycosyltransferase family 1 protein	CDS	-0.043754566771413	7.39471689868488	0.733720602037916	0.886887087916738	0.0521316678978042
EKN05_024500	icsA	autotransporter outer membrane beta-barrel domain-containing protein	CDS	0.135215789170338	7.62258636074714	0.737113746032102	0.888473489722362	0.0513555261468697
EKN05_024440	stbB	plasmid stabilization protein	CDS	-0.056646737544657	6.22751622308907	0.737179516477722	0.888473489722362	0.0513555261468697
EKN05_024000	ospF	type III secretion system effector phosphothreonine lyase	CDS	-0.0778570117229146	8.90928299533322	0.737671715373183	0.888585414282287	0.0513008197792642
EKN05_024450	EKN05_024450	IS5-like element ISSfl7 family transposase	CDS	-0.0442227184247276	8.19714025747332	0.756265830796004	0.896926539740344	0.0472431251742477
EKN05_024805	ipaJ	type III secretion system effector cysteine protease IpaJ	CDS	0.175944696105521	6.70012003930801	0.767967264393243	0.900851369790732	0.0453468567505532
EKN05_024155	copB	replication regulatory protein RepA	CDS	-0.0333160061836989	9.63975570898698	0.768775151160585	0.901141488868439	0.0452070147805627
EKN05_024260	shf	carbohydrate transporter	CDS	0.0334292224509171	7.99513712092539	0.770358819902421	0.901560726890278	0.0450050149592062
EKN05_024125	EKN05_024125	hypothetical protein	CDS	0.0808798545571153	3.76783799368115	0.818378980887044	0.922418352209442	0.0350720650108381
EKN05_024045	ospB	OspB	CDS	-0.0483881520439116	7.19574245153853	0.830223988641126	0.926888115561759	0.0329726862726683
EKN05_024065	tnpC	conjugal transfer protein TraI	pseudo	-0.0855226732027813	5.459736084711	0.837728951826373	0.931376034190977	0.0308749413576808
EKN05_024015	EKN05_024015	IS3 family transposase	pseudo	0.0338012197888778	4.53121549053301	0.854370922088499	0.937926785787174	0.0278310611620948
EKN05_024160	yihA	DUF2726 domain-containing protein	CDS	0.0345042367792721	6.10954217930493	0.875035906403574	0.946537854235932	0.0238620129130286
